date,C-A100,C-A107,C-A108,C-A109,C-A11,C-A110,C-A111,C-A112,C-A113,C-A115,C-A117,C-A119,C-A12,C-A120,C-A121,C-A122,C-A123,C-A124,C-A125,C-A126,C-A127,C-A128,C-A129,C-A13,C-A130,C-A132,C-A133,C-A134,C-A135,C-A136,C-A137,C-A139,C-A14,C-A140,C-A141,C-A142,C-A144,C-A146,C-A147,C-A148,C-A15,C-A151,C-A155,C-A156,C-A16,C-A160,C-A163,C-A164,C-A166,C-A167,C-A168,C-A169,C-A17,C-A170,C-A171,C-A172,C-A173,C-A174,C-A175,C-A176,C-A177,C-A178,C-A179,C-A18,C-A181,C-A183,C-A184,C-A185,C-A187,C-A189,C-A191,C-A192,C-A193,C-A194,C-A195,C-A196,C-A197,C-A198,C-A199,C-A2,C-A20,C-A204,C-A206,C-A207,C-A208,C-A21,C-A210,C-A211,C-A212,C-A213,C-A214,C-A215,C-A216,C-A218,C-A22,C-A220,C-A221,C-A223,C-A225,C-A227,C-A228,C-A232,C-A235,C-A236,C-A237,C-A238,C-A239,C-A241,C-A242,C-A244,C-A248,C-A249,C-A25,C-A250,C-A251,C-A252,C-A254,C-A255,C-A256,C-A257,C-A258,C-A259,C-A26,C-A260,C-A261,C-A266,C-A27,C-A270,C-A271,C-A272,C-A273,C-A274,C-A277,C-A279,C-A28,C-A280,C-A282,C-A283,C-A284,C-A286,C-A287,C-A288,C-A289,C-A290,C-A294,C-A299,C-A3,C-A300,C-A302,C-A303,C-A304,C-A305,C-A308,C-A309,C-A31,C-A310,C-A312,C-A313,C-A316,C-A317,C-A318,C-A319,C-A32,C-A321,C-A322,C-A324,C-A328,C-A329,C-A35,C-A36,C-A37,C-A38,C-A39,C-A40,C-A41,C-A44,C-A46,C-A47,C-A49,C-A51,C-A52,C-A54,C-A55,C-A56,C-A57,C-A59,C-A6,C-A61,C-A62,C-A63,C-A64,C-A65,C-A67,C-A68,C-A69,C-A7,C-A70,C-A73,C-A74,C-A76,C-A77,C-A78,C-A79,C-A8,C-A80,C-A81,C-A83,C-A84,C-A85,C-A86,C-A89,C-A9,C-A90,C-A93,C-A96,C-A98,C-A99
1/16/2013 0:00,16,33,5,14,6,7,4,6,4,6,6,5,30,16,1,10,20,40,16,16,16,6,14,6,30,10,10,14,6,26,3,6,15,16,20,2,33,6,17,7,35,10,30,4,70,3,14,6,10,4,23,20,8,4,10,10,8,23,20,12,23,11,3,17,1,7,11,16,5,15,13,14,40,20,14,40,30,20,18,17,80,20,5,6,15,30,10,10,20,10,7,14,18,16,35,7,4,50,14,6,12,14,16,25,40,26,18,26,10,12,5,6,20,8,10,20,14,16,5,11,2,7,5,5,13,11,6,2,13,16,6,10,2,10,10,6,15,10,10,20,10,6,16,16,13,3,11,7,13,11,17,10,60,8,26,3,16,10,6,7,16,16,26,18,10,7,24,16,35,15,5,6,7,20,8,25,20,26,3,40,10,40,16,20,12,26,16,20,16,5,10,20,18,10,25,20,14,30,4,11,10,10,5,0,7,7,8,8,6,9,4,16,4,28,3,6,10
1/17/2013 0:00,20,33,5,14,6,7,4,6,4,10,10,5,30,16,1,10,20,40,16,16,16,6,14,6,30,10,10,14,6,26,3,6,30,16,20,2,33,6,17,7,35,10,20,4,45,3,14,10,10,4,23,20,8,4,10,10,8,23,35,12,23,14,3,19,1,7,15,16,5,15,13,14,25,20,14,30,25,20,18,19,50,20,5,6,15,40,10,10,15,10,7,14,12,16,35,7,4,50,14,6,12,14,18,20,30,26,8,26,10,12,5,6,20,8,10,20,14,16,15,15,2,7,10,5,13,15,6,2,15,16,6,10,2,10,10,10,15,10,10,20,10,6,16,16,13,3,14,9,15,15,17,10,33,8,26,3,16,10,10,9,16,16,26,18,10,7,4,16,26,30,5,6,7,25,10,25,20,26,3,25,10,25,10,20,14,26,16,20,16,5,10,20,40,10,25,18,14,40,4,11,10,10,5,0,7,7,8,8,6,9,4,6,4,20,3,10,10
1/18/2013 0:00,7,34,5,14,6,7,6,6,4,5,7,7,30,18,1,10,45,40,16,18,16,6,14,6,30,10,10,14,6,28,3,6,30,18,20,2,34,6,19,9,35,10,20,6,45,3,14,3,10,4,24,20,8,4,10,10,8,24,35,14,24,20,3,30,13,9,5,18,5,15,14,14,25,10,4,30,25,20,18,20,50,20,18,6,50,40,10,7,15,30,9,14,12,18,35,7,4,30,8,6,12,14,18,20,30,28,8,28,10,12,5,6,16,8,10,30,12,4,10,7,2,7,10,7,14,7,6,2,6,16,6,10,2,10,10,6,15,10,10,20,10,6,10,18,14,3,35,40,17,5,19,10,33,8,28,3,18,10,6,50,16,16,28,18,10,7,4,18,26,30,5,6,9,25,10,16,20,28,3,25,10,25,10,35,30,28,16,8,16,5,10,15,40,10,25,18,14,40,6,11,10,10,5,0,9,7,8,8,6,9,4,6,4,20,3,3,10
1/21/2013 0:00,7,40,5,14,6,7,3,6,4,5,7,7,45,40,1,10,45,80,16,20,16,6,20,6,45,40,10,14,80,40,3,5,35,35,20,2,6,15,23,15,23,10,30,13,90,3,14,3,10,4,35,10,8,4,10,10,8,35,35,10,50,20,3,30,1,2,5,40,5,20,11,70,40,10,4,35,40,25,18,20,100,50,18,6,50,45,16,7,80,30,10,14,12,40,45,7,4,50,8,6,12,14,18,40,80,40,8,40,10,12,5,6,16,8,10,30,12,4,10,7,2,7,10,7,15,7,6,2,6,16,6,10,2,10,10,6,30,20,10,20,15,6,10,15,16,3,35,40,17,5,23,10,34,8,50,3,35,40,6,50,16,16,50,18,10,7,4,2,28,30,5,6,13,23,10,16,20,35,3,60,10,100,10,35,30,45,16,8,16,5,10,15,30,15,35,18,14,80,33,11,13,10,5,0,10,7,8,8,6,9,4,6,4,50,3,3,15
1/22/2013 0:00,93,75,73,45,61,16,14,10,8,92,41,57,6,32,100,58,92,59,63,72,4,27,73,94,98,75,90,88,75,77,0,26,40,75,31,94,100,34,61,22,61,80,90,75,54,93,32,4,80,97,83,34,12,63,76,25,25,63,23,0,2,32,79,16,52,50,99,42,64,7,9,86,10,68,35,23,17,91,63,48,88,17,80,16,43,98,71,85,74,34,94,68,35,69,95,8,67,25,74,50,61,35,1,91,75,25,57,81,29,59,68,85,32,77,76,20,69,57,13,59,76,23,43,23,86,35,57,41,80,11,42,97,41,8,21,68,20,5,9,28,50,44,85,37,92,50,70,99,5,57,47,26,2,83,40,82,3,9,40,85,38,60,26,88,54,79,62,100,1,22,72,76,46,73,17,82,7,40,69,46,42,71,8,71,36,81,38,100,44,71,89,100,21,23,99,35,6,15,9,26,24,1,21,100,10,30,89,95,81,67,50,9,83,88,81,54,50
1/23/2013 0:00,7,50,4,10,6,8,3,6,6,5,9,7,16,14,1,8,7,30,6,16,16,6,12,2,18,10,6,14,7,10,3,5,26,16,23,2,6,13,24,15,24,12,13,13,80,3,10,3,14,6,20,10,12,6,10,10,12,13,26,10,26,4,3,7,1,2,5,16,5,20,11,16,13,7,4,13,13,20,18,8,80,12,18,16,8,30,16,9,15,4,10,16,12,13,26,7,4,25,8,6,14,8,18,10,20,10,8,13,10,8,5,6,16,8,8,15,12,4,10,9,2,4,4,9,33,9,6,2,6,4,4,10,2,6,10,6,30,10,10,15,10,4,10,10,18,3,4,8,19,5,24,10,15,8,33,3,26,10,6,7,10,20,33,18,10,7,8,2,40,30,10,6,14,24,10,16,20,26,8,20,7,30,10,11,5,16,14,8,26,5,10,7,30,10,20,18,16,20,34,14,14,8,8,0,10,7,12,12,10,9,6,6,4,15,3,3,10
1/24/2013 0:00,7,40,4,10,6,26,3,6,30,5,6,7,16,14,1,8,7,40,6,16,16,6,12,2,18,10,6,14,7,10,3,5,26,16,23,2,6,13,30,15,15,12,13,13,50,3,10,3,14,26,20,10,12,30,10,26,26,13,26,23,26,4,3,7,1,8,5,16,5,30,11,33,13,7,4,13,13,20,18,8,50,12,18,16,8,50,16,10,26,4,5,16,8,13,26,7,4,25,8,6,14,8,10,10,40,10,8,13,10,8,5,6,16,8,8,15,12,4,10,6,2,4,4,6,33,6,6,2,6,4,4,10,2,6,10,6,33,10,26,15,10,4,10,10,20,6,4,8,14,5,26,10,15,8,33,3,26,10,6,7,10,20,33,18,10,7,8,2,20,30,10,6,23,23,6,16,20,26,8,40,7,25,16,11,5,16,14,8,26,5,10,7,30,10,20,18,26,20,7,14,26,8,8,0,10,7,10,13,10,9,26,14,4,50,3,3,10
1/25/2013 0:00,26,39,90,77,65,72,20,61,5,24,11,41,70,24,85,62,31,40,1,89,93,66,15,93,46,67,3,83,37,38,9,86,76,19,74,18,12,89,31,10,93,35,67,1,85,63,90,98,98,2,51,33,55,31,20,71,16,70,96,69,10,12,43,1,100,36,68,10,62,5,55,95,9,91,22,60,34,58,86,1,45,13,87,38,40,59,39,80,78,66,83,64,2,96,79,53,70,54,94,58,85,15,92,88,89,76,62,51,57,93,61,70,34,5,60,59,53,17,60,58,1,3,57,93,98,8,96,64,36,77,28,79,90,14,18,32,99,97,85,14,4,93,51,79,38,39,84,12,97,68,92,14,62,14,6,77,11,59,96,39,31,53,73,10,29,62,16,52,66,98,28,90,39,41,5,72,99,79,53,11,37,53,67,89,54,47,88,34,89,62,82,43,40,67,43,17,57,78,12,0,16,37,98,53,45,53,45,26,37,96,17,32,97,39,2,12,17
1/28/2013 0:00,7,35,4,40,5,28,3,6,30,5,6,7,20,14,1,8,13,80,6,16,16,6,12,2,18,10,6,14,80,40,3,5,80,16,40,2,30,14,30,15,70,12,70,15,100,3,45,3,14,28,30,30,12,30,30,28,28,25,50,24,50,4,3,20,1,2,5,35,8,30,11,34,70,26,4,70,50,25,12,8,100,30,10,16,8,100,15,10,28,4,5,16,8,30,80,7,4,33,16,6,14,8,10,90,100,45,8,50,20,8,5,6,8,8,8,26,8,8,10,6,2,4,4,6,25,6,10,2,6,4,4,10,2,6,10,6,34,25,28,26,15,4,10,40,20,6,4,8,14,5,28,20,90,8,50,3,30,40,6,20,40,20,50,10,50,7,8,2,26,70,10,6,24,24,6,10,8,15,8,80,35,100,16,11,5,40,14,16,35,5,10,35,30,15,20,18,28,100,7,14,28,8,8,0,10,7,10,14,10,8,28,14,4,40,15,3,25
1/29/2013 0:00,6,100,82,30,55,4,43,78,40,7,0,53,56,82,88,86,26,68,63,11,49,24,70,52,46,83,22,95,70,19,38,26,61,46,27,16,37,74,5,7,69,45,6,14,5,90,66,82,9,7,16,100,83,51,66,83,22,68,91,89,3,2,50,34,97,96,29,67,76,93,29,13,91,79,47,31,73,89,41,40,15,32,37,49,82,57,63,92,77,84,29,43,1,87,28,22,32,12,62,73,46,93,37,40,94,29,100,10,88,100,95,38,78,26,7,20,34,57,2,86,36,40,95,99,58,7,5,73,42,82,91,28,6,99,75,24,44,4,71,32,33,49,9,45,77,55,88,19,30,9,19,50,68,99,62,49,17,82,89,4,4,21,85,7,9,5,89,13,16,28,2,74,52,94,86,82,32,83,78,11,77,39,43,75,48,17,8,2,83,6,70,92,3,48,85,21,63,43,33,27,58,44,52,45,66,94,41,90,44,43,41,36,40,37,97,19,0
1/30/2013 0:00,14,40,4,16,5,7,3,6,7,10,6,14,26,16,1,8,14,40,6,10,12,6,6,2,23,13,8,14,15,26,3,5,30,23,20,8,26,14,20,12,45,12,25,5,70,8,20,6,16,10,16,20,12,7,23,7,17,16,40,7,20,6,7,20,1,2,10,16,8,7,13,25,30,28,4,30,30,20,12,12,50,15,10,16,12,60,23,10,20,6,5,14,8,16,25,14,8,33,16,4,14,16,10,15,40,26,8,33,16,12,8,6,8,8,12,28,8,8,10,6,2,4,6,6,10,6,10,2,12,4,4,8,3,12,10,12,11,20,15,28,23,4,10,10,16,6,6,12,14,10,20,14,20,6,33,5,23,16,12,20,13,20,33,10,16,5,8,2,28,30,7,10,8,35,6,10,8,26,8,25,7,60,16,14,10,10,16,18,16,10,10,8,40,10,20,18,15,35,7,14,20,8,8,0,7,10,7,10,10,8,15,14,14,40,10,6,10
1/31/2013 0:00,55,86,5,3,89,87,44,27,51,56,14,9,70,78,9,75,67,48,52,80,39,53,71,32,95,54,30,70,9,26,4,7,5,68,43,42,45,21,5,14,39,82,7,58,24,52,41,46,28,70,42,46,94,87,20,20,88,52,11,53,27,89,61,41,33,13,18,18,31,17,22,90,67,88,44,62,50,91,73,85,3,29,47,92,55,51,0,42,11,13,86,17,56,17,96,5,14,91,88,25,61,36,43,48,22,32,68,90,58,69,2,55,59,59,92,50,48,16,74,23,48,76,24,83,42,15,32,90,17,19,82,10,23,19,92,7,41,43,84,5,72,47,73,37,76,35,71,39,61,54,81,78,78,15,19,53,18,45,6,95,22,68,84,98,74,91,21,25,33,84,67,14,69,22,57,100,16,27,53,58,21,13,90,66,78,53,26,10,54,88,9,67,80,31,27,82,24,81,75,2,48,78,65,75,49,77,62,13,57,86,30,32,3,37,38,75,12
2/1/2013 0:00,6,35,4,16,5,7,3,6,9,5,6,3,28,16,1,8,26,35,6,10,12,6,6,2,24,14,8,14,15,28,14,5,40,24,20,8,28,14,20,14,40,12,40,5,50,5,20,6,16,10,16,20,12,9,24,7,19,18,30,9,20,13,7,26,3,2,6,18,8,9,14,25,30,26,3,25,25,20,20,13,50,15,8,16,26,50,24,8,10,26,10,14,15,16,35,14,8,34,14,4,14,16,15,40,40,28,6,34,18,12,8,6,48,8,16,26,14,8,3,8,6,4,23,14,10,14,10,5,2,4,4,8,3,12,10,4,11,20,15,26,24,4,10,10,16,10,13,26,14,12,20,14,20,6,34,5,24,18,3,26,14,20,34,10,18,5,8,2,26,40,9,10,8,15,12,30,8,28,8,20,7,40,22,33,23,10,16,26,18,5,16,10,50,10,33,20,15,40,8,16,20,8,8,0,9,10,9,10,10,4,15,17,5,15,10,10,10
2/4/2013 0:00,6,60,4,16,5,7,10,6,13,5,6,3,20,16,1,8,28,90,6,40,12,6,6,2,40,20,8,14,100,40,15,15,80,35,30,8,20,15,23,16,26,12,70,5,100,5,20,6,16,10,16,0,12,10,15,35,23,30,70,33,20,14,7,28,3,22,6,35,8,20,25,26,50,28,3,80,80,30,20,14,100,30,8,16,28,100,6,8,10,28,10,14,15,16,60,14,8,50,14,4,14,16,15,80,80,40,6,50,25,12,8,6,8,8,18,28,14,8,3,8,6,4,24,14,45,14,10,5,2,4,4,8,3,12,10,4,55,35,20,28,35,4,10,35,16,10,14,28,14,12,23,14,80,6,50,5,25,40,3,28,25,20,50,10,25,5,8,2,28,80,10,10,8,80,12,30,8,40,8,80,7,100,22,34,24,45,16,28,15,5,16,10,20,25,34,20,13,100,11,23,20,8,8,0,10,10,10,10,10,4,10,17,5,80,15,10,20
2/5/2013 0:00,6,80,4,16,5,7,10,6,13,5,6,3,20,16,1,8,10,40,6,40,12,6,6,2,40,20,8,14,35,40,15,15,35,35,30,8,20,15,23,16,26,12,30,5,70,5,20,6,16,10,16,0,12,10,15,7,23,30,25,33,20,7,7,10,3,2,6,35,12,20,25,26,30,12,3,40,20,30,20,5,100,20,8,16,7,30,6,8,25,10,10,14,15,16,30,14,8,50,14,4,14,16,15,20,35,40,6,50,25,12,8,6,8,8,8,12,14,8,3,8,6,4,8,14,45,14,10,5,2,4,4,8,3,12,10,4,11,35,20,25,35,4,10,35,16,10,8,7,14,12,23,14,40,6,50,5,25,40,3,7,25,20,50,10,25,5,8,8,20,25,10,10,8,20,14,7,8,40,8,20,8,30,24,12,8,45,16,12,15,5,16,12,20,25,20,20,13,40,11,23,10,8,8,0,10,10,10,10,10,4,10,19,5,20,15,10,20
2/6/2013 0:00,6,30,4,6,5,8,10,6,13,5,6,3,16,16,1,8,10,40,6,10,10,6,5,2,26,14,6,10,35,30,3,3,35,23,23,8,16,8,24,18,28,16,60,10,100,5,10,6,16,10,8,0,30,10,14,8,24,16,25,34,33,7,7,10,3,2,6,16,10,20,13,28,30,12,3,40,20,10,20,5,100,20,8,10,7,60,6,8,25,10,10,10,13,13,30,8,8,33,14,4,14,8,13,20,35,20,6,30,10,16,8,6,8,8,8,12,14,8,3,8,6,5,8,14,10,14,10,5,2,6,8,10,3,10,10,4,14,20,20,25,23,5,10,13,10,5,8,7,14,12,24,10,40,6,33,5,16,20,3,7,16,14,33,10,23,5,4,6,20,25,10,14,12,20,6,7,8,20,8,20,8,30,16,12,8,26,13,12,16,5,16,12,20,10,20,15,13,40,11,24,10,12,4,0,10,10,10,10,12,4,10,10,5,20,10,10,10
